id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
1224,10,"database administration, high availability, schema design, mongodb, data normalization, cloud, oracle, postgresql, performance, query, data, database, azure, execution, sql","discipline, reporting, team, documentation, communication",unknown,unknown,unknown,"design, optimization, performance, schema, query, data, database"
1230,10,"database management, performance, database, microsoft sql server, sql, high availability, user, oracle, indexing, postgresql, database security, nosql, query, azure, mysql, database backup, etl, google, cloud, backup, data",reporting,unknown,unknown,unknown,"replication, optimization, indexing, backup, performance, query, data, database"
1232,10,"database management, mysql, oracle, performance, data, database, sql","compliance, team",unknown,unknown,unknown,"data, database, optimization, performance"
1234,10,"azure sql, performance, database, microsoft sql server, sql, nosql databases, disaster recovery, indexing, postgresql, nosql, database security, query, schema design, mongodb, mysql, data integrity, google, cloud database, cassandra, cloud, backup, dba",integrity,unknown,unknown,unknown,"replication, design, indexing, backup, performance, schema, query, data, database"
1237,10,"automation, shell scripting, oracle, backup, database",team,unknown,unknown,unknown,"database, backup"
1239,10,"python, database administration, mongodb, mysql, oracle, postgresql, data, database, microsoft sql server, sql, database design","discipline, communication skills, problem solving, documentation, analytical",unknown,unknown,unknown,"data, database, design"
1240,10,"high availability, mongodb, data integrity, backup, performance, database security, dba, database, failover, sql",integrity,unknown,unknown,unknown,"optimization, backup, performance, data, database"
1241,10,"bi tools, functions, azure sql, performance, database, sql, nosql databases, high availability, indexing, oracle, postgresql, database security, query, mysql, views, performance tuning, stored procedures, dba, data, query optimization, database design","reporting, time, compliance, learning, team, decision, report, analytical, communication",unknown,unknown,unknown,"tuning, design, optimization, indexing, performance, query, data, database, query optimization"
1244,10,"high availability, performance tuning, mongodb, automation, user, oracle, performance, nosql, postgresql, cloud database, failover, encryption, capacity, data, database, azure","communication skills, critical, documentation, team",unknown,unknown,unknown,"tuning, replication, performance, data, database"
1245,10,"high, service, mysql, oracle, cassandra, nosql, dba, data, database","technical, project, communication",unknown,unknown,mid-level,"data, database, project"
1247,10,"high, high availability, database management, performance tuning, automation, oltp, cloud, oracle, er, data, database, sql","project, analytical thinking, organization, decision making, problem solving, technical, responsibility, learning, team, communication",unknown,master,unknown,"tuning, project, performance, data, database"
1248,10,"database administration, high, service, automation, cloud, mysql, performance, dba, data, database","time, critical, technical, attention to detail, team, integrity, analytical",unknown,unknown,unknown,"tuning, design, performance, data, database"
1254,11,"c, signal processing, signal, sensor, simulation, control, control systems","discipline, communication skills, project, teamwork, engineering, learning, documentation",unknown,bachelor,unknown,"project, system, signal, processing, sensor, integration, process"
1255,11,"c, noise, debugging, hardware design, prototyping, hardware, power, control, control systems","time, debugging, engineering, testing, safety, precision, documentation, communication",unknown,unknown,unknown,"prototyping, system"
1256,11,i2c,"problem, teamwork, engineering, documentation, communication",unknown,unknown,junior,"system, integration, process"
1260,11,"c, simulink, signal processing, matlab, power, simulation, control, control systems","project, engineering, technical, task, documentation",unknown,unknown,unknown,"project, system, signal, processing, unit, process"
1263,11,"matlab, digital","engineering, initiative, communication",unknown,phd,unknown,system
1265,11,"simulation, matlab, signal processing, control","technical, engineering, planning, communication",unknown,master,unknown,"system, integration, signal, processing"
1266,11,"matlab, simulink, control, control systems","systematic, engineering, testing, troubleshooting, planning skills, communication",unknown,unknown,unknown,system
1267,11,"analog, hardware test, ltspice, simulation, hardware design","project, engineering, planning, technical, documentation, communication",unknown,unknown,mid-level,"system, project"
1269,11,unknown,unknown,unknown,phd,unknown,unknown
1270,11,unknown,"technical, engineering, communication skills, time",unknown,unknown,unknown,unknown
1271,11,"digital, control, power","accountability, communication skills, time, engineering, focus, safety, responsibility, continuous, learning, logical, communication",unknown,bachelor,junior,system
1272,11,"control, power","collaboration, attention, engineering, testing, communication",unknown,unknown,junior,unknown
1273,11,unknown,"communication skills, project, engineering, planning, responsibility, technical, learning, continuous",unknown,master,unknown,project
1275,11,"analog, digital","time, engineering, problem solving, technical, learning, continuous, logical, communication",unknown,unknown,junior,"system, process"
1277,11,control,"project, collaboration, time, engineering, planning, safety, technical, documentation, communication",unknown,bachelor,unknown,"system, project"
1279,11,"c, noise, debugging, hardware design, prototyping, hardware, power, control, control systems","time, debugging, engineering, testing, safety, precision, documentation, communication",unknown,unknown,unknown,"prototyping, system"
1281,11,"pcb design, altium, digital, vhdl, analog, power, circuit, hardware design","engineering, initiative, testing",unknown,unknown,unknown,"unit, pcb"
1283,11,"control, hardware design","engineering, communication skills",unknown,unknown,mid-level,process
1285,11,"pcb design, spi, pcb, assembly","teamwork, analytical thinking, engineering, technical, documentation",unknown,unknown,mid-level,"pcb, process"
